name,pdg_id,charge,mass_mev,mass_err_mev,width_mev,width_err_mev,is_stable,nf,mass_calc_mev,error_pct,factorization,residual_p,is_3_smooth,quarks,I,J,P,C,configuracion,familia,categoria
pi+,211,+,139.57038999999997,0.00017999999999999998,2.5284e-14,4.9999999999999996e-18,1,273,139.5027122853,0.048490023349495925,2^0 · 3^1 · 91,91,False,u|d,1,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
pi0,111,0,134.9768,0.0005,7.81e-06,1.2e-07,0,264,134.90372177039998,0.054141326213107965,2^3 · 3^1 · 11,11,False,u|d,1,0,-1,1,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
eta0,221,0,547.862,0.017,0.00131,4.9999999999999996e-05,0,1072,547.7908702192,0.012983156488311411,2^4 · 3^0 · 67,67,False,u|d|s,0,0,-1,1,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
f(0)(500)0,9000221,0,600.0,200.0,450.0,350.0,0,1174,599.9127627214,0.014539546433335696,2^1 · 3^0 · 587,587,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
rho(770)0,113,0,775.26,0.23,147.4,0.8,0,1517,775.1854012337,0.00962241909811261,1517,1517,False,u|d,1,1,-1,1,"L=0, S=1",meson_vector,VECTOR
rho(770)+,213,+,775.11,0.34,149.10000000000002,0.8,0,1517,775.1854012337,0.009727810723632702,1517,1517,False,u|d,1,1,-1,,"L=0, S=1",meson_vector,VECTOR
omega(782)0,223,0,782.66,0.12999999999999998,8.68,0.12999999999999998,0,1532,782.8503854252,0.02432543188613448,2^2 · 3^0 · 383,383,False,u|d,0,1,-1,-1,"L=0, S=1",meson_vector,VECTOR
eta'(958)0,331,0,957.78,0.060000000000000005,0.188,0.006,0,1874,957.6120249914,0.01753795324605066,2^1 · 3^0 · 937,937,False,u|d|s,0,0,-1,1,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
f(0)(980)0,9010221,0,990.0,20.0,60.0,50.0,0,1937,989.8049585956999,0.019701151949507816,1937,1937,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
a(0)(980)0,9000111,0,980.0,20.0,75.0,25.0,0,1918,980.0959786197999,0.009793736714274873,2^1 · 3^0 · 959,959,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
a(0)(980)+,9000211,+,980.0,20.0,75.0,25.0,0,1918,980.0959786197999,0.009793736714274873,2^1 · 3^0 · 959,959,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
phi(1020)0,333,0,1019.46,0.016,4.2490000000000006,0.013,0,1995,1019.4428974694999,0.0016776068212677978,2^0 · 3^1 · 665,665,False,s|s,0,1,-1,-1,"L=0, S=1",meson_vector,VECTOR
h(1)(1170)0,10223,0,1166.0,6.0,375.0,35.0,0,2282,1166.0995950002,0.008541595214407996,2^1 · 3^0 · 1141,1141,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
b(1)(1235)0,10113,0,1229.5,3.2,142.0,9.0,0,2406,1229.4634643165998,0.0029715887271401908,2^1 · 3^1 · 401,401,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
b(1)(1235)+,10213,+,1229.5,3.2,142.0,9.0,0,2406,1229.4634643165998,0.0029715887271401908,2^1 · 3^1 · 401,401,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
a(1)(1260)0,20113,0,1230.0,40.0,420.0,180.0,0,2407,1229.9744632626998,0.002076157504079009,2407,2407,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
a(1)(1260)+,20213,+,1230.0,40.0,420.0,180.0,0,2407,1229.9744632626998,0.002076157504079009,2407,2407,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(2)(1270)0,225,0,1275.4,0.8,186.6,2.8,0,2496,1275.4533694656,0.004184527646218562,2^6 · 3^1 · 13,13,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(1)(1285)0,20223,0,1281.8,0.5,23.0,1.0,0,2508,1281.5853568188,0.01674545024184876,2^2 · 3^1 · 209,209,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
eta(1295)0,100221,0,1294.0,4.0,55.0,5.0,0,2532,1293.8493315252,0.011643622472960856,2^2 · 3^1 · 211,211,False,u|d|s,0,0,-1,1,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
pi(1300)0,100111,0,1300.0,100.0,400.0,200.0,0,2544,1299.9813188783999,0.0014370093538568305,2^4 · 3^1 · 53,53,False,u|d,1,0,-1,1,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
pi(1300)+,100211,+,1300.0,100.0,400.0,200.0,0,2544,1299.9813188783999,0.0014370093538568305,2^4 · 3^1 · 53,53,False,u|d,1,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
a(2)(1320)0,115,0,1318.2,0.6,107.0,5.0,0,2580,1318.377280938,0.013448713245332053,2^2 · 3^1 · 215,215,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
a(2)(1320)+,215,+,1318.2,0.6,107.0,5.0,0,2580,1318.377280938,0.013448713245332053,2^2 · 3^1 · 215,215,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(0)(1370)0,10221,0,1350.0,150.0,350.0,150.0,0,2642,1350.0592155962,0.004386340459253309,2^1 · 3^0 · 1321,1321,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
eta(1405)0,9020221,0,1408.0,1.5,49.8,2.3,0,2755,1407.8020965055,0.014055645916192945,2755,2755,False,u|d|s,0,0,-1,1,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
h(1)(1415)0,10333,0,1409.0,8.5,78.0,11.0,0,2757,1408.8240943976998,0.012484428836067448,2^0 · 3^1 · 919,919,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(1)(1420)0,20333,0,1427.7,1.5499999999999998,55.4,3.2,0,2794,1427.7310554034,0.0021752051131142675,2^1 · 3^0 · 1397,1397,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
omega(1420)0,100223,0,1410.0,60.0,290.0,190.0,0,2759,1409.8460922898998,0.010915440432635226,2759,2759,False,u|d,0,1,-1,-1,"L=0, S=1",meson_vector,VECTOR
a(0)(1450)0,10111,0,1439.0,34.0,258.0,14.0,0,2816,1438.9730322176,0.0018740641000768896,2^8 · 3^0 · 11,11,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
a(0)(1450)+,10211,+,1439.0,34.0,258.0,14.0,0,2816,1438.9730322176,0.0018740641000768896,2^8 · 3^0 · 11,11,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
rho(1450)0,100113,0,1465.0,25.0,400.0,60.0,0,2867,1465.0339784686998,0.002319349399306674,2867,2867,False,u|d,1,1,-1,1,"L=0, S=1",meson_vector,VECTOR
rho(1450)+,100213,+,1465.0,25.0,400.0,60.0,0,2867,1465.0339784686998,0.002319349399306674,2867,2867,False,u|d,1,1,-1,,"L=0, S=1",meson_vector,VECTOR
eta(1475)0,100331,0,1476.0,4.0,96.0,9.0,0,2888,1475.7649563368,0.015924367425476357,2^3 · 3^0 · 361,361,False,u|d|s,0,0,-1,1,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
f(0)(1500)0,9030221,0,1522.0,25.0,108.0,33.0,0,2978,1521.7548614858,0.01610634127464568,2^1 · 3^0 · 1489,1489,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(2)'(1525)0,335,0,1517.3000000000002,2.4,72.0,7.0,0,2969,1517.1558709709,0.009499046272998964,2969,2969,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(2)(1565)0,9010225,0,1571.0,13.0,133.0,23.0,0,3074,1570.8107603114,0.012045810859330519,2^1 · 3^0 · 1537,1537,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
pi(1)(1600)0,9010113,0,1645.0,28.5,370.0,50.0,0,3219,1644.9056074958999,0.005738146145905295,2^0 · 3^1 · 1073,1073,False,u|d,1,0,-1,1,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
pi(1)(1600)+,9010213,+,1645.0,28.5,370.0,50.0,0,3219,1644.9056074958999,0.005738146145905295,2^0 · 3^1 · 1073,1073,False,u|d,1,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
a(1)(1640)0,9020113,0,1655.0,16.0,250.0,40.0,0,3239,1655.1255864179,0.007588303196372644,3239,3239,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
a(1)(1640)+,9020213,+,1655.0,16.0,250.0,40.0,0,3239,1655.1255864179,0.007588303196372644,3239,3239,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
eta(2)(1645)0,10225,0,1617.0,5.0,181.0,11.0,0,3164,1616.8006654603998,0.012327429783559597,2^2 · 3^0 · 791,791,False,u|d|s,0,0,-1,1,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
omega(1650)0,30223,0,1670.0,30.0,150.0,50.0,0,3268,1669.9445558547998,0.0033200086946243447,2^2 · 3^0 · 817,817,False,u|d,0,1,-1,-1,"L=0, S=1",meson_vector,VECTOR
omega(3)(1670)0,227,0,1667.0,4.0,168.0,10.0,0,3262,1666.8785621782,0.0072848123455369045,2^1 · 3^0 · 1631,1631,False,u|d,0,1,-1,-1,"L=0, S=1",meson_vector,VECTOR
pi(2)(1670)0,10115,0,1670.6000000000001,2.05,258.0,8.0,0,3269,1670.4555548008998,0.008646306662297746,3269,3269,False,u|d,1,0,-1,1,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
pi(2)(1670)+,10215,+,1670.6000000000001,2.05,258.0,8.0,0,3269,1670.4555548008998,0.008646306662297746,3269,3269,False,u|d,1,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
phi(1680)0,100333,0,1680.0,20.0,150.0,50.0,0,3288,1680.1645347767999,0.00979373671427874,2^3 · 3^1 · 137,137,False,s|s,0,1,-1,-1,"L=0, S=1",meson_vector,VECTOR
rho(3)(1690)0,117,0,1688.8000000000002,2.1,161.0,10.0,0,3305,1688.8515168605,0.0030505009770108826,3305,3305,False,u|d,1,1,-1,1,"L=0, S=1",meson_vector,VECTOR
rho(3)(1690)+,217,+,1688.8000000000002,2.1,161.0,10.0,0,3305,1688.8515168605,0.0030505009770108826,3305,3305,False,u|d,1,1,-1,,"L=0, S=1",meson_vector,VECTOR
rho(1700)0,30113,0,1720.0,20.0,250.0,100.0,0,3366,1720.0224525725998,0.001305382127897204,2^1 · 3^2 · 187,187,False,u|d,1,1,-1,1,"L=0, S=1",meson_vector,VECTOR
rho(1700)+,30213,+,1720.0,20.0,250.0,100.0,0,3366,1720.0224525725998,0.001305382127897204,2^1 · 3^2 · 187,187,False,u|d,1,1,-1,,"L=0, S=1",meson_vector,VECTOR
a(2)(1700)0,9000115,0,1706.0,14.0,380.0,60.0,0,3339,1706.2254810278998,0.01321694184641454,2^0 · 3^2 · 371,371,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
a(2)(1700)+,9000215,+,1706.0,14.0,380.0,60.0,0,3339,1706.2254810278998,0.01321694184641454,2^0 · 3^2 · 371,371,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(0)(1710)0,10331,0,1723.0,6.5,149.0,10.0,0,3372,1723.0884462492,0.005133270412068075,2^2 · 3^1 · 281,281,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
pi(1800)0,9010111,0,1810.0,10.0,215.0,7.0,0,3542,1809.9582670861998,0.0023056858453127365,2^1 · 3^0 · 1771,1771,False,u|d,1,0,-1,1,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
pi(1800)+,9010211,+,1810.0,10.0,215.0,7.0,0,3542,1809.9582670861998,0.0023056858453127365,2^1 · 3^0 · 1771,1771,False,u|d,1,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
phi(3)(1850)0,337,0,1854.0,7.0,87.0,28.0,0,3628,1853.9041764508,0.005168476224383859,2^2 · 3^0 · 907,907,False,s|s,0,1,-1,-1,"L=0, S=1",meson_vector,VECTOR
eta(2)(1870)0,10335,0,1842.0,8.0,225.0,14.0,0,3605,1842.1512006904998,0.008208506541789543,3605,3605,False,u|d|s,0,0,-1,1,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
f(2)(1950)0,9050225,0,1936.0,12.0,464.0,24.0,0,3789,1936.1750067729,0.009039606038218266,2^0 · 3^2 · 421,421,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
a(4)(1970)0,119,0,1967.0,16.0,324.0,15.0,0,3849,1966.8349435388998,0.00839127916117036,2^0 · 3^1 · 1283,1283,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
a(4)(1970)+,219,+,1967.0,16.0,324.0,15.0,0,3849,1966.8349435388998,0.00839127916117036,2^0 · 3^1 · 1283,1283,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(2)(2010)0,9060225,0,2009.9999999999998,70.0,200.0,60.0,0,3933,2009.7588550112998,0.011997263119400175,2^0 · 3^2 · 437,437,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(0)(2020)0,9050221,0,1982.0,26.5,440.0,50.0,0,3879,1982.1649119218998,0.008320480418760313,2^0 · 3^2 · 431,431,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(4)(2050)0,229,0,2017.9999999999998,11.0,237.0,18.0,0,3949,2017.9348381488999,0.0032290312735332744,3949,3949,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(2)(2150)0,9070225,0,2157.0,12.0,152.0,30.0,0,4221,2156.9265514881,0.0034051234075149046,2^0 · 3^2 · 469,469,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(2)(2300)0,9080225,0,2297.0,28.0,150.0,40.0,0,4495,2296.9402627195,0.0026006652372673254,4495,4495,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
f(2)(2340)0,9090225,0,2346.0,15.5,331.0,27.0,0,4591,2345.9961615450998,0.00016361700341999344,4591,4591,False,compuesto,?,?,?,,Excited,resonance,RESONANCE
K+,321,+,493.67699999999996,0.015000000000000001,5.317e-14,9.000000000000001e-17,1,966,493.62498193259995,0.010536862645011419,2^1 · 3^1 · 161,161,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K0,311,0,497.61100000000005,0.013,0.0,0.0,1,974,497.7129735014,0.020492613989627484,2^1 · 3^0 · 487,487,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(S)0,310,0,497.61100000000005,0.013,7.350799999999999e-12,2.8999999999999998e-15,1,974,497.7129735014,0.020492613989627484,2^1 · 3^0 · 487,487,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(L)0,130,0,497.61100000000005,0.013,1.287e-14,5e-17,1,974,497.7129735014,0.020492613989627484,2^1 · 3^0 · 487,487,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(0)*(700)0,9000311,0,838.0,11.0,463.0,27.0,0,1640,838.038271604,0.004567017183769421,2^3 · 3^0 · 205,205,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(0)*(700)+,9000321,+,838.0,11.0,463.0,27.0,0,1640,838.038271604,0.004567017183769421,2^3 · 3^0 · 205,205,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K*(892)0,313,0,895.5600000000001,0.2,47.1,0.5,0,1753,895.7811525133,0.024694326823428762,1753,1753,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K*(892)+,323,+,891.88,0.23,48.5,1.2,0,1745,891.6931609444999,0.02094890069292492,1745,1745,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(1)(1270)0,10313,0,1256.0,6.0,90.0,20.0,0,2458,1256.0354095138,0.002819228805732865,2^1 · 3^0 · 1229,1229,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(1)(1270)+,10323,+,1256.0,6.0,90.0,20.0,0,2458,1256.0354095138,0.002819228805732865,2^1 · 3^0 · 1229,1229,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(1)(1400)0,20313,0,1403.0,7.0,174.0,13.0,0,2746,1403.2031059905999,0.014476549579461994,2^1 · 3^0 · 1373,1373,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(1)(1400)+,20323,+,1403.0,7.0,174.0,13.0,0,2746,1403.2031059905999,0.014476549579461994,2^1 · 3^0 · 1373,1373,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K*(1410)0,100313,0,1414.0,15.0,232.0,21.0,0,2767,1413.9340838587,0.0046616790169746805,2767,2767,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K*(1410)+,100323,+,1414.0,15.0,232.0,21.0,0,2767,1413.9340838587,0.0046616790169746805,2767,2767,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(0)*(1430)0,10311,0,1430.0,50.0,270.0,80.0,0,2798,1429.7750511877998,0.015730686167844905,2^1 · 3^0 · 1399,1399,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(0)*(1430)+,10321,+,1430.0,50.0,270.0,80.0,0,2798,1429.7750511877998,0.015730686167844905,2^1 · 3^0 · 1399,1399,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(2)*(1430)0,315,0,1432.3999999999999,1.3,109.0,5.0,0,2803,1432.3300459183,0.004883697409938672,2803,2803,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(2)*(1430)+,325,+,1427.3,1.5,100.0,2.2,0,2793,1427.2200564573,0.00560103290828792,2^0 · 3^1 · 931,931,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(1)(1650)0,9000313,0,1650.0,50.0,150.0,50.0,0,3229,1650.0155969568998,0.0009452701151393271,3229,3229,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(1)(1650)+,9000323,+,1650.0,50.0,150.0,50.0,0,3229,1650.0155969568998,0.0009452701151393271,3229,3229,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K*(1680)0,30313,0,1718.0,18.0,320.0,110.0,0,3362,1717.9784567881998,0.0012539704191056717,2^1 · 3^0 · 1681,1681,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K*(1680)+,30323,+,1718.0,18.0,320.0,110.0,0,3362,1717.9784567881998,0.0012539704191056717,2^1 · 3^0 · 1681,1681,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(2)(1770)0,10315,0,1773.0,8.0,186.0,14.0,0,3470,1773.1663429669998,0.00938200603495567,2^1 · 3^0 · 1735,1735,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(2)(1770)+,10325,+,1773.0,8.0,186.0,14.0,0,3470,1773.1663429669998,0.00938200603495567,2^1 · 3^0 · 1735,1735,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(3)*(1780)0,317,0,1779.0,8.0,161.0,17.0,0,3481,1778.7873313741,0.011954391562678513,3481,3481,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(3)*(1780)+,327,+,1779.0,8.0,161.0,17.0,0,3481,1778.7873313741,0.011954391562678513,3481,3481,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(2)(1820)0,20315,0,1819.0,12.0,264.0,34.0,0,3560,1819.156248116,0.008589780978554985,2^3 · 3^0 · 445,445,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(2)(1820)+,20325,+,1819.0,12.0,264.0,34.0,0,3560,1819.156248116,0.008589780978554985,2^3 · 3^0 · 445,445,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(0)*(1950)0,9020311,0,1957.0,14.0,170.0,50.0,0,3830,1957.125963563,0.006436564282059982,2^1 · 3^0 · 1915,1915,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(0)*(1950)+,9020321,+,1957.0,14.0,170.0,50.0,0,3830,1957.125963563,0.006436564282059982,2^1 · 3^0 · 1915,1915,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(2)*(1980)0,9010315,0,1990.0,55.0,348.0,50.0,0,3894,1989.8298961133999,0.008547934000007307,2^1 · 3^1 · 649,649,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(2)*(1980)+,9010325,+,1990.0,55.0,348.0,50.0,0,3894,1989.8298961133999,0.008547934000007307,2^1 · 3^1 · 649,649,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(4)*(2045)0,319,0,2048.0,8.5,199.0,27.0,0,4008,2048.0837759687997,0.0040906234765492044,2^3 · 3^1 · 167,167,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
K(4)*(2045)+,329,+,2048.0,8.5,199.0,27.0,0,4008,2048.0837759687997,0.0040906234765492044,2^3 · 3^1 · 167,167,False,u|s,0.5,0,-1,,"L=0, S=0",meson_pseudoscalar,PSEUDOSCALAR
D+,411,+,1869.66,0.05,6.37e-10,2.9e-12,1,3659,1869.7451437798998,0.004553971304926096,3659,3659,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D0,421,0,1864.8400000000001,0.04,1.604e-09,4e-12,1,3649,1864.6351543188998,0.010984625013423318,3649,3649,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D*(2007)0,423,0,2006.8600000000001,0.05,0.0,0.0,1,3927,2006.6928613347,0.008328366966314135,2^0 · 3^1 · 1309,1309,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D*(2010)+,413,+,2010.2699999999998,0.04,0.08339999999999999,0.0018,0,3934,2010.2698539573998,7.264825118440266e-06,2^1 · 3^0 · 1967,1967,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(0)*(2300)0,10421,0,2343.0,10.0,229.0,16.0,0,4585,2342.9301678684997,0.0029804580239152396,4585,4585,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(0)*(2300)+,10411,+,2343.0,10.0,229.0,16.0,0,4585,2342.9301678684997,0.0029804580239152396,4585,4585,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(1)(2420)0,10423,0,2422.1,0.6,31.3,1.9,0,4740,2422.135004514,0.0014452134098454066,2^2 · 3^1 · 395,395,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(1)(2420)+,10413,+,2422.1,0.6,31.3,1.9,0,4740,2422.135004514,0.0014452134098454066,2^2 · 3^1 · 395,395,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(1)(2430)0,20423,0,2412.0,9.0,314.0,29.0,0,4720,2411.915025592,0.0035229854063062757,2^4 · 3^0 · 295,295,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(2)*(2460)0,425,0,2461.1,0.8,47.300000000000004,0.8,0,4816,2460.9709244175997,0.005244629734680387,2^4 · 3^0 · 301,301,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(2)*(2460)+,415,+,2461.1,0.8,47.300000000000004,0.8,0,4816,2460.9709244175997,0.005244629734680387,2^4 · 3^0 · 301,301,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(s)+,431,+,1968.3500000000001,0.06999999999999999,1.313e-09,5.9999999999999995e-12,1,3852,1968.3679403771998,0.0009114424365429472,2^2 · 3^2 · 107,107,False,c|s,0,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(s)*+,433,+,2112.2000000000003,0.4,0.0,0.0,1,4133,2111.9586442313,0.011426747879011778,4133,4133,False,c|s,0,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(s0)*(2317)+,10431,+,2317.8,0.5,0.0,0.0,1,4536,2317.8912195096,0.0039356074553367785,2^3 · 3^4 · 7,7,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(s1)(2460)+,20433,+,2459.5,0.6,0.0,0.0,1,4813,2459.4379275793,0.0025237820979928066,4813,4813,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(s1)(2536)+,10433,+,2535.12,0.060000000000000005,0.92,0.05,0,4961,2535.0657716020996,0.0021390860353853254,4961,4961,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
D(s2)*(2573)+,435,+,2569.1000000000004,0.8,16.9,0.7,0,5028,2569.3027009907996,0.007889961106973565,2^2 · 3^1 · 419,419,False,c|u,0.5,0,-1,,"L=0, S=0",charmed_meson,CHARMED_MESON
B+,521,+,5279.410000000001,0.06999999999999999,4.0210000000000004e-10,1e-12,1,10332,5279.641111105199,0.004377593428026598,2^2 · 3^2 · 287,287,False,u|b,0.5,0,-1,,"L=0, S=0",bottom_meson,BOTTOM_MESON
B0,511,0,5279.72,0.08,4.355e-10,8e-13,1,10332,5279.641111105199,0.0014941870932722123,2^2 · 3^2 · 287,287,False,u|b,0.5,0,-1,,"L=0, S=0",bottom_meson,BOTTOM_MESON
B*0,513,0,5324.75,0.2,0.0,0.0,1,10420,5324.609018362,0.0026476668012598674,2^2 · 3^0 · 2605,2605,False,u|b,0.5,0,-1,,"L=0, S=0",bottom_meson,BOTTOM_MESON
B*+,523,+,5324.75,0.2,0.0,0.0,1,10420,5324.609018362,0.0026476668012598674,2^2 · 3^0 · 2605,2605,False,u|b,0.5,0,-1,,"L=0, S=0",bottom_meson,BOTTOM_MESON
B(2)*(5747)0,515,0,5739.6,0.7,24.2,1.7,0,11232,5739.5401625952,0.0010425361488678457,2^5 · 3^3 · 13,13,False,u|b,0.5,0,-1,,"L=0, S=0",bottom_meson,BOTTOM_MESON
B(2)*(5747)+,525,+,5737.3,0.7,20.0,5.0,0,11228,5737.4961668108,0.0034191485681365043,2^2 · 3^0 · 2807,2807,False,u|b,0.5,0,-1,,"L=0, S=0",bottom_meson,BOTTOM_MESON
B(s)0,531,0,5366.93,0.1,4.345e-10,1.7e-12,1,10503,5367.0219308883,0.0017129138688119665,2^0 · 3^3 · 389,389,False,s|b,0,0,-1,,"L=0, S=0",bottom_meson,BOTTOM_MESON
B(s)*0,533,0,5415.4,1.4,0.0,0.0,1,10598,5415.5668307678,0.003080673039851034,2^1 · 3^0 · 5299,5299,False,s|b,0,0,-1,,"L=0, S=0",bottom_meson,BOTTOM_MESON
B(s2)*(5840)0,535,0,5839.88,0.12000000000000001,1.49,0.27,0,11428,5839.6959560308,0.0031515025856781653,2^2 · 3^0 · 2857,2857,False,u|b,0.5,0,-1,,"L=0, S=0",bottom_meson,BOTTOM_MESON
